SplitLayer,1stInfTime,2ndInfTime,oscarJobTime,kubePodTime,tensorSaveTime,tensorLoadTime,tensorLength,networkingTime,singleLayerInfTime,OpType,NrParameters,FLOPS,SingleLayerSum-Splitted,singleLayerInfTimeProf
NO_SPLIT,0.5841952462025801,0.0,0.0,0.0,0,0,0,0,0.0,,,,0.31476619079767265,
NO_SPLIT,0.0,1.5858178543974646,2.5408,5.6,0,0.009004016988910735,2457600,0.23273960900405655,0.0,,,,-0.6868564173972118,
sequential-mobilenetv2_1.00_160-bn_Conv1-FusedBatchNormV3_0,0.037609901402902324,1.6483861973858438,2.629,5.8,0.04524078299436951,0.024114717030897737,6553600,0.4291385579999769,0.039833829998678995,Conv,896,864,-0.7870346617884934,0
sequential-mobilenetv2_1.00_160-expanded_conv_depthwise_BN-FusedBatchNormV3_0,0.07542509999911999,1.4503047025878915,2.3936,5.4,0.04944976299884729,0.02329273195937276,6553600,0.435577211996133,0.04133645759720821,Conv,320,9312,-0.6267683655867586,0.021072
sequential-mobilenetv2_1.00_160-expanded_conv_project_BN-FusedBatchNormV3_0,0.0836418078004499,1.4657784175942652,2.3604,5.4,0.029839332004485186,0.011720302980393171,3276800,0.25439832400297746,0.021955848202924243,Conv,528,608,-0.6504587883944624,0
sequential-mobilenetv2_1.00_160-block_1_expand-Conv2D_0,0.10962545619986486,1.1648320941952988,2.509,5.6,0.10883727300097235,0.0659940040204674,19660800,1.1614525820041308,0.03875695000315318,Conv,1536,1536,-0.37549611339491085,0.034945
sequential-mobilenetv2_1.00_160-block_1_expand_BN-FusedBatchNormV3_0,0.11177509960107272,1.179453099600505,2.4432,5.4,0.1252603410030133,0.06650899501983076,19660800,1.1600686879974091,0.03361190579744289,BatchNormalization,384,288,-0.39226676220132495,0.007757
sequential-mobilenetv2_1.00_160-block_1_pad-Pad_0,0.12558780180261236,1.1824484182056039,2.4908,5.6,0.13418165299663087,0.07044291804777458,20155392,1.1994529619987588,0.04584736420219997,Pad,0,288,-0.4090747830079635,0
sequential-mobilenetv2_1.00_160-block_1_depthwise_BN-FusedBatchNormV3_0,0.16466025200061268,1.1936201458214781,2.1144000000000003,5.0,0.0519218199988245,0.01742535794619471,4915200,0.35441369299951475,0.05513694200199097,Conv,960,82944,-0.459318960821838,0
sequential-mobilenetv2_1.00_160-block_1_project_BN-FusedBatchNormV3_0,0.16131628299917794,1.2505688835983164,2.0812,5.0,0.013196346000768244,0.004447386018000543,1228800,0.17195619600533973,0.010894720003125257,Conv,2328,2592,-0.5129237295972415,0.016725
sequential-mobilenetv2_1.00_160-block_2_add-add_0,0.22655320059711812,1.1887155033880845,2.0347999999999997,5.6,0.011981627998466138,0.005018383031710982,1228800,0.18338992300414247,0.06184113619965501,Add,8952,233232,-0.5163072669849498,0.01319
sequential-mobilenetv2_1.00_160-block_3_expand_BN-FusedBatchNormV3_0,0.22656997699959902,0.881775805610232,1.8943999999999999,5.0,0.055738970993843395,0.026231450960040092,7372800,0.45940822499687783,0.012402788597682957,Conv,3600,3456,-0.2093843456095783,0
sequential-mobilenetv2_1.00_160-block_3_pad-Pad_0,0.2401952585991239,1.0440144472057,2.0798,5.2,0.05597936699632555,0.02880516101140529,7746048,0.4851031150028575,0.015106801799265667,Pad,0,432,-0.3852482688045711,0.047316
sequential-mobilenetv2_1.00_160-block_3_depthwise_BN-FusedBatchNormV3_0,0.25942405800160484,0.9294840367976576,1.8086000000000002,5.6,0.023362522006209474,0.006841632013674825,1843200,0.2010742639977252,0.02401024880236946,Conv,1440,186624,-0.2899466577990095,0.003937
sequential-mobilenetv2_1.00_160-block_3_project_BN-FusedBatchNormV3_0,0.2538762477968703,0.7920201592030935,1.653,4.6,0.006601355999009684,0.0015471799997612834,409600,0.14535743799933698,0.005914925801334903,Conv,4640,5040,-0.14693496999971112,0
sequential-mobilenetv2_1.00_160-block_4_add-add_0,0.2800362547975965,0.694571167207323,1.544,4.8,0.006587787996977568,0.001532875990960747,409600,0.1437742519992753,0.031861724201007746,Add,15008,358592,-0.07564598500466668,0
sequential-mobilenetv2_1.00_160-block_5_add-add_0,0.30162112899852217,0.7354344617924653,1.5837999999999999,4.8,0.004587239003740251,0.0014715809957124293,409600,0.14898052899661707,0.0328958177997265,Add,14432,358016,-0.13809415379073475,0.0054
sequential-mobilenetv2_1.00_160-block_6_expand_BN-FusedBatchNormV3_0,0.30667550019861667,0.7011059643933549,1.5837999999999999,4.8,0.019601467000029515,0.009114920976571739,2457600,0.21232173399766907,0.006453224198776297,Conv,6336,6144,-0.10882002759171883,0
sequential-mobilenetv2_1.00_160-block_6_pad-Pad_0,0.31378334859909957,0.8187959939939902,1.6938000000000002,5.4,0.025653388001956046,0.00998775300104171,2709504,0.2405269929950009,0.007875414194131736,Pad,0,576,-0.2336179055928369,0.040221
sequential-mobilenetv2_1.00_160-block_6_depthwise_BN-FusedBatchNormV3_0,0.3180823152011726,0.6769058887963183,1.483,4.6,0.011025098996469751,0.0020753219723701477,614400,0.14925186700565973,0.013512322798487731,Conv,1920,331776,-0.09602676699723811,0.007781
sequential-mobilenetv2_1.00_160-block_6_project_BN-FusedBatchNormV3_0,0.31284632780152605,0.6722029997734353,1.4609999999999999,4.8,0.003048633996513672,0.0007677040412090719,204800,0.13623130600171862,0.004725400802271906,Conv,12352,12864,-0.08608789057470867,0.000834
sequential-mobilenetv2_1.00_160-block_7_add-add_0,0.3317497107986128,0.5562175425933674,1.3338,4.6,0.002617123995150905,0.0007980579975992441,204800,0.1438757540017832,0.023832773600588553,Add,54592,1386112,0.010994183608272534,0
sequential-mobilenetv2_1.00_160-block_8_add-add_0,0.3558620452036848,0.5946317482041195,1.4824000000000002,4.4,0.0022943229996599257,0.0007622279808856547,204800,0.1323644849981065,0.024918069600244053,Add,53440,1384960,-0.051532356407551494,0.00523
sequential-mobilenetv2_1.00_160-block_9_add-add_0,0.3856429280014709,0.6065638525993563,1.4198,4.0,0.0022877309966133907,0.0009708019788376987,204800,0.1383495209956891,0.02412336760025937,Add,53440,1384960,-0.09324534360057446,0.004588
sequential-mobilenetv2_1.00_160-block_10_expand_BN-FusedBatchNormV3_0,0.38955091860116225,0.5532102828030474,1.4166,4.6,0.013368128005822655,0.004598951025400311,1228800,0.17639188199973432,0.005406753599527292,Conv,24960,24576,-0.04379976440395694,0
sequential-mobilenetv2_1.00_160-block_10_depthwise_BN-FusedBatchNormV3_0,0.39874440820130985,0.5013180540059693,1.3552,4.6,0.013879578000342008,0.004356483987066895,1228800,0.17956125600176165,0.022718785399047193,Conv,3840,1328256,-0.0011010252070263737,0.021643
sequential-mobilenetv2_1.00_160-block_10_project_BN-FusedBatchNormV3_0,0.396050090600329,0.6269446651916951,1.4282,4.6,0.00620837599853985,0.0012029639910906553,307200,0.14126092800142942,0.007621840000501834,Conv,36960,38016,-0.12403331879177126,0.002102
sequential-mobilenetv2_1.00_160-block_11_add-add_0,0.43247451519564495,0.5290244924020954,1.3848,4.4,0.0033512410009279847,0.0011442070244811475,307200,0.14001328000449575,0.03788015699974494,Add,118752,3111360,-0.06253757059748755,0
sequential-mobilenetv2_1.00_160-block_12_add-add_0,0.46085947840183505,0.5510335696162656,1.3724,4.2,0.004505475000769366,0.0012829990009777248,307200,0.1370945090020541,0.036502942400693426,Add,117024,3109632,-0.11293161101784799,0
sequential-mobilenetv2_1.00_160-block_13_expand_BN-FusedBatchNormV3_0,0.4727583945990773,0.36433856080984695,1.2334,4.2,0.018888245002017356,0.007005224993918091,1843200,0.19458267700247234,0.008956114598549902,Conv,55872,55296,0.06186448159132851,0.00208
sequential-mobilenetv2_1.00_160-block_13_pad-Pad_0,0.4727962327990099,0.26358773480169473,1.0894,4.4,0.018393339996691793,0.008150017994921654,2230272,0.21083907700085547,0.007848282597842626,Pad,0,1728,0.1625774693995481,0
sequential-mobilenetv2_1.00_160-block_13_depthwise_BN-FusedBatchNormV3_0,0.4872756419994403,0.37239422160200775,1.215,4.4,0.007538683006714564,0.0016093429876491427,460800,0.1507782650005538,0.014918837798177265,Conv,5760,2985984,0.039291573398804736,0.016929
sequential-mobilenetv2_1.00_160-block_13_project_BN-FusedBatchNormV3_0,0.4855487137989257,0.3545244665932842,1.1718,4.4,0.0024804449931252748,0.0005145280156284571,128000,0.13301388399850111,0.005999486599466764,Conv,92320,93888,0.058888256608042866,0.002698
sequential-mobilenetv2_1.00_160-block_14_add-add_0,0.520689209800912,0.23819463418330997,1.1022000000000003,4.4,0.002683079001144506,0.0005117139662615955,128000,0.1309484989978955,0.034666658198693766,Add,320800,8614240,0.14007759301603073,0.000155
sequential-mobilenetv2_1.00_160-block_15_add-add_0,0.551116616402578,0.19327584620332344,1.0264000000000002,4.0,0.0023938480007927865,0.0005271299742162228,128000,0.1284091380002792,0.03223026159976143,Add,317920,8611360,0.15456897439435124,0
sequential-mobilenetv2_1.00_160-block_16_expand_BN-FusedBatchNormV3_0,0.5562954968001577,0.15907115361187607,1.0018,4.2,0.00653559200145537,0.0026466749841347337,768000,0.16002496500004781,0.008478932002617512,Conv,154560,153600,0.18359478658821904,0.002111
sequential-mobilenetv2_1.00_160-block_16_depthwise_BN-FusedBatchNormV3_0,0.580358283201349,0.16544789840700105,0.9896,3.8,0.010579731002508197,0.0026886900304816663,768000,0.16785774199524894,0.022626569398562425,Conv,9600,8297280,0.15315525539190278,0
sequential-mobilenetv2_1.00_160-block_16_project_BN-FusedBatchNormV3_0,0.5939278762045432,0.12031084479531273,0.9743999999999999,4.0,0.0033959459979087114,0.0009761049877852201,256000,0.14190226099890424,0.017420894601673353,Conv,307520,310080,0.1847227160003968,0.017014
sequential-mobilenetv2_1.00_160-Conv_1-Conv2D_0,0.6038523983981576,0.06648917300626636,0.8732,4.0,0.01054180899518542,0.0035021600197069347,1024000,0.17908911900303792,0.012196186797518748,Conv,409600,409600,0.2286198655958288,0.002731
sequential-mobilenetv2_1.00_160-Conv_1_bn-FusedBatchNormV3_0,0.6060041447984986,0.05620962759712711,0.8824,3.8,0.010400777995528188,0.0035153679782524705,1024000,0.17709708199981833,0.004678658999910113,BatchNormalization,5120,3840,0.23674766460462704,0.000142
sequential-global_average_pooling2d-Mean_0,0.5978132924021338,0.025389734201598912,0.8154,4.0,0.0021349550006561913,0.0002727439859881997,40960,0.13674468800309114,0.0032329745998140426,GlobalAveragePool,0,35840,0.27575841039652005,0
sequential-dense-MatMul_0,0.5999803047976456,0.02747832901077345,0.8278000000000001,3.6,0.0007670790000702254,9.179097833111882e-05,32,0.12859919099719264,0.002415160399687011,MatMul,1280,1280,0.27150280319183373,0.002041
SplitLayer,1stInfTime,2ndInfTime,oscarJobTime,kubePodTime,tensorSaveTime,tensorLoadTime,tensorLength,networkingTime,singleLayerInfTime,OpType,NrParameters,FLOPS,SingleLayerSum-Splitted,singleLayerInfTimeProf
NO_SPLIT,0.5825013020075858,0,0,0,0,0,0,0,0,,,,0.25010527997801546,
NO_SPLIT,0,1.7590884490055032,2.754,6.0,0,0.009033751033712178,2457600,0.2104556929989485,0,,,,-0.926481867019902,
sequential-mobilenetv2_1.00_160-bn_Conv1-FusedBatchNormV3_0,0.04054667000309564,1.5546329969656654,2.498,5.0,0.048358068997913506,0.02286446001380682,6553600,0.4249149430033867,0.0345391649971134,Conv,896,864,-0.7625730849831598,0
sequential-mobilenetv2_1.00_160-expanded_conv_depthwise_BN-FusedBatchNormV3_0,0.07980124499590602,1.950333847955335,2.965,6.0,0.05138593299489003,0.022764592024032027,6553600,0.43256988400389673,0.03877582499262644,Conv,320,9312,-1.1975285109656397,0.021072
sequential-mobilenetv2_1.00_160-expanded_conv_project_BN-FusedBatchNormV3_0,0.08929074299521744,1.7041359799914062,2.625,5.0,0.032340340003429446,0.012171838025096804,3276800,0.28425522400357295,0.016367505995731335,Conv,528,608,-0.9608201410010224,0
sequential-mobilenetv2_1.00_160-block_1_expand-Conv2D_0,0.1156978569997591,0.9196549619664438,2.302,5.0,0.11402049200114561,0.06661358202109113,19660800,1.160200069003622,0.03324806100135902,Conv,1536,1536,-0.20274623698060168,0.034945
sequential-mobilenetv2_1.00_160-block_1_expand_BN-FusedBatchNormV3_0,0.12123246800183551,0.8906111950054765,2.096,5.0,0.1303033240037621,0.06813291000435129,19660800,1.1277206469967496,0.03586265499325236,BatchNormalization,384,288,-0.17923708102171076,0.007757
sequential-mobilenetv2_1.00_160-block_1_pad-Pad_0,0.13152219999756198,1.1080344180227257,2.415,5.0,0.13795701799972448,0.06822177499998361,20155392,1.2171484460050124,0.04592527000204427,Pad,0,288,-0.4069500360346865,0
sequential-mobilenetv2_1.00_160-block_1_depthwise_BN-FusedBatchNormV3_0,0.1684481109987246,0.9466733160079457,1.873,5.0,0.054747668000345584,0.017360240046400577,4915200,0.3534091769979568,0.0534976490016561,Conv,960,82944,-0.28251484502106905,0
sequential-mobilenetv2_1.00_160-block_1_project_BN-FusedBatchNormV3_0,0.1563672820047941,1.3873382330057211,2.314,5.0,0.014971724995120894,0.004364401043858379,1228800,0.17793476200313307,0.01184913600445725,Conv,2328,2592,-0.711098933024914,0.016725
sequential-mobilenetv2_1.00_160-block_2_add-add_0,0.20867220299260225,1.2620618679793552,2.085,6.0,0.014338446002511773,0.004184806020930409,1228800,0.165689220004424,0.06414589299674844,Add,8952,233232,-0.6381274889863562,0.01319
sequential-mobilenetv2_1.00_160-block_3_expand_BN-FusedBatchNormV3_0,0.23400284599483712,1.1339859209838323,2.113,5.0,0.04972914500103798,0.025254729960579425,7372800,0.4606285229965579,0.01715016799425939,Conv,3600,3456,-0.5353821849930682,0
sequential-mobilenetv2_1.00_160-block_3_pad-Pad_0,0.2423113580007339,0.9173955690348521,1.895,5.0,0.06005935699795373,0.028248334012459964,7746048,0.5058678409986896,0.01847186600207351,Pad,0,432,-0.32710034504998475,0.047316
sequential-mobilenetv2_1.00_160-block_3_depthwise_BN-FusedBatchNormV3_0,0.25432837300468236,0.6678250010008924,1.508,5.0,0.020454751997021958,0.0077299599652178586,1843200,0.20051233700360171,0.02471553900250001,Conv,1440,186624,-0.08954679201997351,0.003937
sequential-mobilenetv2_1.00_160-block_3_project_BN-FusedBatchNormV3_0,0.24528830400231527,0.6793346329941414,1.451,4.0,0.005393870000261813,0.0014989309711381793,409600,0.14732164300221484,0.006381951003277209,Conv,4640,5040,-0.09201635501085548,0
sequential-mobilenetv2_1.00_160-block_4_add-add_0,0.2827447689996916,1.0671711490140297,1.867,5.0,0.00422459499532124,0.0016467800014652312,409600,0.14190575500106206,0.02498694499809062,Add,15008,358592,-0.51730933602812,0
sequential-mobilenetv2_1.00_160-block_5_add-add_0,0.29267224099749,0.5643954320112243,1.378,5.0,0.004018216997792479,0.0014865149860270321,409600,0.15528466399700847,0.02746380399185,Add,14432,358016,-0.024461091023113113,0.0054
sequential-mobilenetv2_1.00_160-block_6_expand_BN-FusedBatchNormV3_0,0.2943936070005293,0.8463187409797683,1.708,5.0,0.02200938900205074,0.00887290301034227,2457600,0.23448661000293214,0.00628466500347713,Conv,6336,6144,-0.3081057659946964,0
sequential-mobilenetv2_1.00_160-block_6_pad-Pad_0,0.29585457599750953,0.8644036309560761,1.787,6.0,0.025470426000538282,0.009596272953785956,2709504,0.2389702889995533,0.006695692994981073,Pad,0,576,-0.3276516249679844,0.040221
sequential-mobilenetv2_1.00_160-block_6_depthwise_BN-FusedBatchNormV3_0,0.3072199109956273,0.8751536029740237,1.702,5.0,0.007734690996585414,0.002032438002061099,614400,0.16457488799642306,0.013760878995526582,Conv,1920,331776,-0.34976693198404973,0.007781
sequential-mobilenetv2_1.00_160-block_6_project_BN-FusedBatchNormV3_0,0.3091010280040791,0.8755985779571347,1.716,5.0,0.0026941190008074045,0.0008644750341773033,204800,0.14412285599973984,0.005065310011559632,Conv,12352,12864,-0.3520930239756126,0.000834
sequential-mobilenetv2_1.00_160-block_7_add-add_0,0.33664515699638287,0.47316517296712846,1.32,5.0,0.00216782000643434,0.0007811420364305377,204800,0.13894992499990622,0.02334081500157481,Add,54592,1386112,0.022796252022089902,0
sequential-mobilenetv2_1.00_160-block_8_add-add_0,0.3523507740101195,0.7824429129832424,1.632,4.0,0.0024037679977482185,0.0008237659931182861,204800,0.1391971690027276,0.024958750000223517,Add,53440,1384960,-0.3021871050077607,0.00523
sequential-mobilenetv2_1.00_160-block_9_add-add_0,0.3675506680010585,0.5626255569513887,1.425,4.0,0.0023735259965178557,0.0007639710092917085,204800,0.12663842899928568,0.023889130003226455,Add,53440,1384960,-0.097569642966846,0.004588
sequential-mobilenetv2_1.00_160-block_10_expand_BN-FusedBatchNormV3_0,0.3757947269914439,0.6691904159961268,1.558,5.0,0.014851943000394385,0.004566911025904119,1228800,0.17803242299851263,0.0041930099978344515,Conv,24960,24576,-0.2123785610019695,0
sequential-mobilenetv2_1.00_160-block_10_depthwise_BN-FusedBatchNormV3_0,0.3940277340079774,0.4169071359792724,1.206,4.0,0.012132958996517118,0.004466650018002838,1228800,0.18017579300067155,0.02139236399671063,Conv,3840,1328256,0.021671711998351384,0.021643
sequential-mobilenetv2_1.00_160-block_10_project_BN-FusedBatchNormV3_0,0.38985670900001423,0.5704008629545569,1.355,5.0,0.0039860869947005995,0.0011413170141167939,307200,0.1427546889972291,0.006436962001316715,Conv,36960,38016,-0.12765098996896995,0.002102
sequential-mobilenetv2_1.00_160-block_11_add-add_0,0.41981868599395966,0.3732330370112322,1.201,5.0,0.0040378979974775575,0.0010765519691631198,307200,0.13362520900409436,0.03708950099826325,Add,118752,3111360,0.039554858980409335,0
sequential-mobilenetv2_1.00_160-block_12_add-add_0,0.4612779730014154,0.5734854399925098,1.428,4.0,0.0043601220022537746,0.001144648005720228,307200,0.1498093779955525,0.03757218100508908,Add,117024,3109632,-0.20215683100832393,0
sequential-mobilenetv2_1.00_160-block_13_expand_BN-FusedBatchNormV3_0,0.47338411399687175,0.2583550819545053,1.059,4.0,0.02013294299831614,0.006730872963089496,1843200,0.19830079300299985,0.0066535799924167804,Conv,55872,55296,0.10086738603422418,0.00208
sequential-mobilenetv2_1.00_160-block_13_pad-Pad_0,0.47413576699909754,0.1840324749937281,1.09,5.0,0.020702795001852792,0.008022297988645732,2230272,0.20866201500030002,0.007778308994602412,Pad,0,1728,0.17443833999277558,0
sequential-mobilenetv2_1.00_160-block_13_depthwise_BN-FusedBatchNormV3_0,0.4820350400041207,0.37653596396557987,1.211,4.0,0.005683292998583056,0.0016329159843735397,460800,0.1509729549943586,0.015940188000968192,Conv,5760,2985984,-0.025964421984099317,0.016929
sequential-mobilenetv2_1.00_160-block_13_project_BN-FusedBatchNormV3_0,0.4763654759954079,0.47516194300260395,1.298,4.0,0.0019501450005918741,0.0005118109984323382,128000,0.1355893060026574,0.005536213000596035,Conv,92320,93888,-0.11892083701241063,0.002698
sequential-mobilenetv2_1.00_160-block_14_add-add_0,0.5061383869979181,0.2722541309776716,1.073,4.0,0.0017424869947717525,0.0005083179567009211,128000,0.14287933299783617,0.030853379998006858,Add,320800,8614240,0.0542140640100115,0.000155
sequential-mobilenetv2_1.00_160-block_15_add-add_0,0.543156589003047,0.2650192070286721,1.11,4.0,0.0018951020028907806,0.0005906409933231771,128000,0.1935647779973806,0.03230113199970219,Add,317920,8611360,0.02443078595388215,0
sequential-mobilenetv2_1.00_160-block_16_expand_BN-FusedBatchNormV3_0,0.550597439003468,0.18494657200062647,1.105,5.0,0.007739426000625826,0.002881774038542062,768000,0.18412901000556303,0.005860933000803925,Conv,154560,153600,0.09706257098150672,0.002111
sequential-mobilenetv2_1.00_160-block_16_depthwise_BN-FusedBatchNormV3_0,0.5691880949962069,0.1802312969812192,0.996,4.0,0.006576233005034737,0.0026038659852929413,768000,0.15896842400252353,0.02063415000156965,Conv,9600,8297280,0.0831871900081751,0
sequential-mobilenetv2_1.00_160-block_16_project_BN-FusedBatchNormV3_0,0.5644443050041446,0.17714956199051812,0.975,4.0,0.004163696001342032,0.0010549380094744265,256000,0.138627471998916,0.019973094000306446,Conv,307520,310080,0.09101271499093855,0.017014
sequential-mobilenetv2_1.00_160-Conv_1-Conv2D_0,0.5838350959966192,0.03027287300210446,0.879,4.0,0.010116090001247358,0.003681693982798606,1024000,0.1655762419977691,0.012478352000471205,Conv,409600,409600,0.21849861298687756,0.002731
sequential-mobilenetv2_1.00_160-Conv_1_bn-FusedBatchNormV3_0,0.5764401019987417,0.031126476998906583,0.902,4.0,0.009400597999047022,0.003795502008870244,1024000,0.17215541899349773,0.004638407008314971,BatchNormalization,5120,3840,0.2250400029879529,0.000142
sequential-global_average_pooling2d-Mean_0,0.594299297001271,0.03038350399583578,0.851,4.0,0.002214350999565795,0.00025410804664716125,40960,0.14686305099894525,0.0033514320020913146,GlobalAveragePool,0,35840,0.2079237809884944,0
sequential-dense-MatMul_0,0.5773051360010868,0.025391163013409823,0.788,4.0,0.0008107600006042048,9.022897575050592e-05,32,0.12566048700682586,0.0025467189989285544,MatMul,1280,1280,0.2299102829711046,0.002041
SplitLayer,1stInfTime,2ndInfTime,oscarJobTime,kubePodTime,tensorSaveTime,tensorLoadTime,tensorLength,networkingTime,singleLayerInfTime,OpType,NrParameters,FLOPS,SingleLayerSum-Splitted,singleLayerInfTimeProf
NO_SPLIT,0.5835920219979016,0,0,0,0,0,0,0,0,,,,0.27340671297861263,
NO_SPLIT,0,1.170242580003105,2.128,6.0,0,0.008688931993674487,2457600,0.2322156919981353,0,,,,-0.31324384502659086,
sequential-mobilenetv2_1.00_160-bn_Conv1-FusedBatchNormV3_0,0.03256015400256729,1.850892112008296,2.84,6.0,0.04936982499930309,0.02219429303659126,6553600,0.47715102700021816,0.029625767005200032,Conv,896,864,-1.026453531034349,0
sequential-mobilenetv2_1.00_160-expanded_conv_depthwise_BN-FusedBatchNormV3_0,0.07214101099816617,1.3394552039681002,2.399,6.0,0.05236290300672408,0.022727915027644485,6553600,0.4357487349989242,0.03735754399531288,Conv,320,9312,-0.5545974799897522,0.021072
sequential-mobilenetv2_1.00_160-expanded_conv_project_BN-FusedBatchNormV3_0,0.08533754200470867,0.9602028549998067,1.823,5.0,0.03068370900291484,0.011197710991837084,3276800,0.23773900700325612,0.034017889003735036,Conv,528,608,-0.18854166202800116,0
sequential-mobilenetv2_1.00_160-block_1_expand-Conv2D_0,0.10860164600308053,1.5025995979667641,2.862,6.0,0.12578890500299167,0.06674647703766823,19660800,1.1940533489978407,0.043129097000928596,Conv,1536,1536,-0.7542025089933304,0.034945
sequential-mobilenetv2_1.00_160-block_1_expand_BN-FusedBatchNormV3_0,0.10710435600049095,1.0994078229996376,2.355,5.0,0.13347268100187648,0.06469994399230927,19660800,1.1897810700029368,0.035128537005221006,BatchNormalization,384,288,-0.3495134440236143,0.007757
sequential-mobilenetv2_1.00_160-block_1_pad-Pad_0,0.1176270249998197,1.5136964550474659,2.801,6.0,0.1422105880046729,0.06527757499134168,20155392,1.2603439840022475,0.04740921400662046,Pad,0,288,-0.7743247450707713,0
sequential-mobilenetv2_1.00_160-block_1_depthwise_BN-FusedBatchNormV3_0,0.16307588599738665,1.4566538270446472,2.406,5.0,0.05223380799725419,0.01753226696746424,4915200,0.36113652699714294,0.04998825499933446,Conv,960,82944,-0.7627309780655196,0
sequential-mobilenetv2_1.00_160-block_1_project_BN-FusedBatchNormV3_0,0.16360829699988244,0.9745015850057825,1.785,5.0,0.01538995200098725,0.0045761800138279796,1228800,0.18317215299612144,0.009207147995766718,Conv,2328,2592,-0.28111114702915074,0.016725
sequential-mobilenetv2_1.00_160-block_2_add-add_0,0.21995203800179297,0.8729966700193472,1.79,5.0,0.012248708000697661,0.00428278703475371,1228800,0.17707095200603362,0.05518486600340111,Add,8952,233232,-0.23594997304462595,0.01319
sequential-mobilenetv2_1.00_160-block_3_expand_BN-FusedBatchNormV3_0,0.2235911949974252,0.653023076010868,1.713,5.0,0.046582741000747774,0.025116103002801538,7372800,0.4990107049961807,0.011241424996114802,Conv,3600,3456,-0.019615536031778902,0
sequential-mobilenetv2_1.00_160-block_3_pad-Pad_0,0.25154999799997313,1.0577525889966637,2.084,5.0,0.06100477300060447,0.026622487988788635,7746048,0.5011358030023985,0.0149694189967704,Pad,0,432,-0.4523038520201226,0.047316
sequential-mobilenetv2_1.00_160-block_3_depthwise_BN-FusedBatchNormV3_0,0.2570503690003534,1.1607775050215423,2.066,6.0,0.024486981994414236,0.006810036953538656,1843200,0.2117167780015734,0.023179621006420348,Conv,1440,186624,-0.5608291390453815,0.003937
sequential-mobilenetv2_1.00_160-block_3_project_BN-FusedBatchNormV3_0,0.2551327679975657,0.9714253399870358,1.881,4.0,0.006308891002845485,0.001436812977772206,409600,0.14201435400173068,0.005610007996438071,Conv,4640,5040,-0.3695593730080873,0
sequential-mobilenetv2_1.00_160-block_4_add-add_0,0.2674672399953124,0.6720594399957918,1.437,5.0,0.00685362199874362,0.0014363459777086973,409600,0.14576890900207218,0.03501291399879847,Add,15008,358592,-0.08252794501458993,0
sequential-mobilenetv2_1.00_160-block_5_add-add_0,0.28861162300017895,0.697190006962046,1.547,5.0,0.006286169998929836,0.0014044290292076766,409600,0.14334277099987958,0.035225277999415994,Add,14432,358016,-0.12880289498571074,0.0054
sequential-mobilenetv2_1.00_160-block_6_expand_BN-FusedBatchNormV3_0,0.29749350699421484,0.8658476209966466,1.768,5.0,0.019865440001012757,0.0089177560294047,2457600,0.23543930500454735,0.007074240995279979,Conv,6336,6144,-0.3063423930143472,0
sequential-mobilenetv2_1.00_160-block_6_pad-Pad_0,0.3060324290054268,0.6694262339733541,1.523,5.0,0.022958873996685725,0.009751563018653542,2709504,0.23269091199472314,0.00933057799556991,Pad,0,576,-0.11845992800226668,0.040221
sequential-mobilenetv2_1.00_160-block_6_depthwise_BN-FusedBatchNormV3_0,0.3077605780054,0.4150907750008628,1.207,4.0,0.012620565998076927,0.0021986730280332267,614400,0.1563719330006279,0.012710746996162925,Conv,1920,331776,0.13414738197025144,0.007781
